"SpeciesID","Species","Haul 38.02","Haul 38.03","Haul 38.04","Haul 39.05","Haul 39.06","Haul 39.07","Haul 40.01","Haul 40.02","Haul 40.03","Haul 41.01","Haul 41.02","Haul 41.03","Haul 42.04","Haul 42.05","Haul 42.06","Haul 43.01","Haul 43.02","Haul 44.01","Haul 44.02","Haul 44.03","Haul 45.04","Haul 45.05","Haul 45.06","Haul 46.01","Haul 47.01","Haul 48.01","Haul 48.02","Haul 49.03","Haul 49.04","Haul 50.01","Haul 51.01","Haul 51.02","Haul 53.02","Haul 53.03","Haul 54.01","Haul 54.02","Haul 55.01","Haul 55.02","Haul 56.01","Haul 56.02","Haul 57.01","Haul 57.02","Haul 58.04","Haul 59.03","Haul 59.04","Haul 61.01","Haul 61.02","Haul 61.03","Haul 62.01","Haul 62.03","Haul 63.04","Haul 63.05","Haul 63.06","Haul 64.01","Haul 64.02","Haul 64.03","Haul 65.01","Haul 65.02","Haul 65.03","Haul 66.04","Haul 66.05","Haul 66.06","Haul 67.01","Haul 67.02","Haul 67.03","Haul 68.01"
845.00,"Rhincalanus gigas",142.00,62.00,97.00,336.00,149.00,136.00,426.00,871.00,157.00,0.00,24.00,54.00,10.00,5.00,520.00,28.00,18.00,188.00,565.00,776.00,50.00,74.00,7.00,0.00,0.00,62.00,245.00,192.00,13.00,0.00,0.00,0.00,236.00,971.00,392.00,45.00,279.00,32.00,111.00,43.00,5.00,0.00,0.00,125.00,63.00,34.00,0.00,0.00,214.00,0.00,25.00,0.00,112.00,13.00,13.00,0.00,22.00,53.00,0.00,21.00,45.00,0.00,13.00,0.00,0.00,0.00
846.00,"Scaphocalanus affinis",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848.00,"Unidentified copepod",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
849.00,"Euphausia frigida",35.00,186.00,97.00,0.00,0.00,0.00,33.00,0.00,315.00,118.00,122.00,0.00,0.00,0.00,0.00,42.00,0.00,125.00,0.00,0.00,201.00,98.00,0.00,54.00,0.00,62.00,0.00,0.00,0.00,91.00,0.00,0.00,88.00,0.00,196.00,0.00,0.00,5.00,28.00,22.00,8.00,140.00,0.00,0.00,23039.00,51.00,0.00,0.00,171.00,844.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,160.00,544.00,0.00,0.00,0.00,39.00,34.00,0.00,0.00
850.00,"Euphausia frigida furcilia",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851.00,"Euphausia triacantha",1.00,278.00,0.00,168.00,268.00,13.00,33.00,0.00,79.00,177.00,317.00,647.00,126.00,13.00,4.00,0.00,18.00,63.00,15.00,0.00,16.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,2.00,0.00,205.00,19.00,44.00,429.00,3257.00,473.00,11.00,28.00,0.00,0.00,354.00,241.00,373.00,272.00,279.00,10.00,59.00,415.00,517.00,373.00,832.00
852.00,"Euphausia triacantha furcilia",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
853.00,"Euphausia vallentini",142.00,247.00,917.00,235.00,447.00,16.00,361.00,17942.00,6693.00,589.00,244.00,162.00,10.00,0.00,0.00,112.00,0.00,3190.00,31634.00,46151.00,301.00,735.00,4.00,54.00,4.00,11122.00,23887.00,1405.00,152.00,4994.00,2459.00,20.00,1474.00,25410.00,5483.00,306.00,13795.00,524.00,751.00,187.00,114.00,19132.00,441.00,4266.00,0.00,856.00,0.00,0.00,0.00,362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
854.00,"Thysanoessa macrura",354.00,371.00,97.00,168.00,804.00,322.00,820.00,1045.00,787.00,530.00,49.00,323.00,73.00,47.00,383.00,140.00,176.00,1439.00,989.00,0.00,100.00,417.00,34.00,109.00,4.00,497.00,245.00,64.00,6.00,14.00,567.00,0.00,1061.00,1133.00,294.00,7.00,93.00,0.00,208.00,36.00,33.00,419.00,6.00,188.00,685.00,103.00,2.00,44.00,471.00,362.00,100.00,20.00,196.00,11.00,0.00,56.00,186.00,0.00,68.00,0.00,0.00,0.00,155.00,34.00,12.00,0.00
855.00,"Cyllopus magellanicus",1.00,6.00,21.00,0.00,0.00,0.00,6.00,0.00,0.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,3.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00
856.00,"Cyphocaris richardi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00
857.00,"Eurythenes gryllus",0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
858.00,"Eurythenes sp.",0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,0.00,13.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
859.00,"Eusirius sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
860.00,"Eusirius sp. (properdentatus)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
861.00,"Harcledo curvidactyla",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
862.00,"Hyperia antarctica",3.00,124.00,15.00,8.00,9.00,12.00,4.00,0.00,6.00,7.00,8.00,10.00,3.00,0.00,8.00,5.00,35.00,6.00,6.00,0.00,3.00,6.00,9.00,3.00,4.00,7.00,4.00,6.00,13.00,4.00,0.00,3.00,6.00,0.00,15.00,7.00,0.00,3.00,0.00,4.00,0.00,0.00,3.00,4.00,8.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00
863.00,"Hyperiella dilatata",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
864.00,"Parandania sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
865.00,"Parandania boecki",7.00,8.00,0.00,11.00,0.00,0.00,12.00,0.00,0.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,17.00,0.00,0.00,0.00,0.00,16.00,4.00,2.00,4.00
866.00,"Primno macropa",35.00,2.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,4.00,1.00,0.00,3.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,26.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,30.00,13.00,0.00,0.00,0.00
867.00,"Themisto gaudichaudi",248.00,216.00,627.00,202.00,209.00,235.00,262.00,523.00,79.00,59.00,24.00,162.00,94.00,34.00,186.00,168.00,158.00,12.00,141.00,776.00,60.00,147.00,31.00,163.00,17.00,13.00,0.00,16.00,3.00,6.00,15.00,32.00,88.00,3237.00,37.00,0.00,46.00,4.00,28.00,14.00,13.00,16.00,21.00,251.00,117.00,107.00,15.00,934.00,171.00,724.00,796.00,478.00,1511.00,607.00,15.00,745.00,110.00,4688.00,5507.00,279.00,170.00,1543.00,816.00,1551.00,4021.00,1942.00
868.00,"Scina sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
869.00,"Vibilia antarctica",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
870.00,"Vibilia armata",0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
871.00,"Unidentified amphipod",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
872.00,"mysid",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
873.00,"Boreomysis rostrata",957.00,495.00,145.00,1110.00,357.00,47.00,1279.00,1394.00,551.00,766.00,195.00,17.00,63.00,9.00,5.00,17.00,9.00,1814.00,1271.00,0.00,2362.00,74.00,9.00,543.00,0.00,7.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
874.00,"Euchaetomera zurstrasseni",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
875.00,"Gnathophausia sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357.00,"Pasiphaea sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
877.00,"Acanthephyra pelagica",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
878.00,"Notocrangon sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
879.00,"Petalidium sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
880.00,"Petalidium foliaceum",1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
881.00,"Eukrohnia hamata",0.00,0.00,0.00,0.00,119.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,33.00,0.00,0.00,63.00,0.00,0.00,100.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,93.00,11.00,0.00,7.00,0.00,0.00,0.00,0.00,63.00,17.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882.00,"Sagitta gazellae",567.00,216.00,145.00,303.00,268.00,60.00,262.00,523.00,787.00,648.00,488.00,216.00,210.00,25.00,197.00,28.00,44.00,500.00,141.00,0.00,251.00,25.00,11.00,27.00,2.00,186.00,14.00,0.00,3.00,182.00,95.00,0.00,147.00,0.00,98.00,52.00,232.00,21.00,153.00,43.00,7.00,0.00,0.00,0.00,498.00,274.00,0.00,18.00,386.00,483.00,25.00,0.00,0.00,6.00,3.00,317.00,121.00,320.00,204.00,93.00,0.00,15.00,181.00,69.00,12.00,31.00
883.00,"Sagitta maxima",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
884.00,"Sagitta marri",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
885.00,"Salpa thompsoni",39.00,12.00,51.00,6.00,4.00,0.00,12.00,523.00,315.00,59.00,24.00,51.00,0.00,0.00,3.00,42.00,9.00,63.00,3.00,0.00,60.00,2.00,0.00,0.00,0.00,4.00,0.00,6.00,0.00,45.00,461.00,7.00,0.00,0.00,477.00,37.00,93.00,0.00,7.00,4.00,0.00,16.00,0.00,35.00,60.00,9.00,0.00,0.00,129.00,1448.00,0.00,0.00,0.00,0.00,0.00,56.00,5.00,479.00,1768.00,0.00,0.00,0.00,0.00,211.00,60.00,154.00
174.00,"fish larvae",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173.00,"fish",0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,9.00,17.00,0.00,0.00,0.00,0.00,10.00,8.00,1.00,0.00,0.00,0.00,13.00,0.00,33.00
26.00,"squid",1.00,0.00,3.00,0.00,9.00,2.00,2.00,0.00,6.00,2.00,2.00,10.00,0.00,0.00,8.00,3.00,7.00,6.00,1.00,0.00,22.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,14.00,2.00,3.00,0.00,3.00,4.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,3.00,3.00,6.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00
