"SpeciesID","Species","Haul 38.02","Haul 38.03","Haul 38.04","Haul 39.05","Haul 39.06","Haul 39.07","Haul 40.01","Haul 40.02","Haul 40.03","Haul 41.01","Haul 41.02","Haul 41.03","Haul 42.04","Haul 42.05 TW","Haul 42.06","Haul 43.01","Haul 43.02","Haul 44.01","Haul 44.02","Haul 44.03","Haul 45.04","Haul 45.05","Haul 45.06","Haul 46.01","Haul 47.01 TW","Haul 48.01","Haul 48.02","Haul 49.03","Haul 49.04","Haul 50.01","Haul 51.01","Haul 51.02 TW","Haul 53.02","Haul 53.03","Haul 54.01","Haul 54.02","Haul 55.01","Haul 55.02","Haul 56.01","Haul 56.02","Haul 57.01 TW","Haul 57.02","Haul 58.04","Haul 59.03","Haul 59.04","Haul 61.01","Haul 61.02 TW","Haul 61.03","Haul 62.01","Haul 62.03","Haul 63.04","Haul 63.05","Haul 63.06","Haul 64.01","Haul 64.02 TW","Haul 64.03","Haul 65.01","Haul 65.02","Haul 65.03","Haul 66.04","Haul 66.05 TW","Haul 66.06","Haul 67.01","Haul 67.02","Haul 67.03","Haul 68.01"
845.00,"Rhincalanus gigas",0.35,0.30,0.48,2.35,0.89,0.77,2.62,3.48,0.78,0.00,0.01,0.03,0.10,0.03,4.07,0.13,0.08,0.62,2.82,3.87,0.03,0.24,0.02,0.00,0.00,0.62,0.81,0.63,0.12,0.00,0.00,0.00,1.47,8.09,1.95,0.14,1.39,0.26,0.97,0.36,0.01,0.00,0.00,1.25,0.62,0.17,0.00,0.00,1.28,0.00,0.49,0.00,0.55,0.06,0.05,0.00,0.10,0.53,0.00,0.10,0.27,0.00,0.12,0.00,0.00,0.00
846.00,"Scaphocalanus affinis",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
848.00,"Unidentified copepod",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
849.00,"Euphausia frigida",0.70,5.87,2.41,0.00,0.00,0.00,0.32,0.00,8.66,1.17,3.41,0.00,0.00,0.00,0.00,0.83,0.00,3.75,0.00,0.00,5.02,2.69,0.00,1.35,0.00,1.86,0.00,0.00,0.00,3.17,0.00,0.00,3.83,0.00,3.91,0.00,0.00,0.26,0.97,0.57,0.35,4.88,0.00,0.00,1367.87,1.53,0.00,0.00,4.28,24.12,0.00,0.00,0.00,0.00,0.00,0.00,0.98,3.72,14.27,0.00,0.00,0.00,0.77,1.03,0.00,0.00
850.00,"Euphausia frigida furcilia",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
851.00,"Euphausia triacantha",0.34,21.02,0.00,9.07,22.04,0.78,1.31,0.00,7.08,18.85,16.82,71.16,10.37,1.20,0.38,0.00,0.61,3.75,1.17,0.00,3.61,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.52,0.00,30.27,3.27,4.09,45.00,429.45,53.99,1.36,3.07,0.00,0.00,52.34,32.78,40.49,18.35,41.06,0.48,4.59,53.75,64.44,47.19,103.58
852.00,"Euphausia triacantha furcilia",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
853.00,"Euphausia vallentini",8.50,8.34,70.45,14.12,34.25,1.21,27.55,1522.44,508.68,37.70,15.12,10.78,7.23,0.00,0.00,6.98,0.00,227.68,2303.37,3455.51,23.61,59.78,0.31,3.79,0.50,623.17,1404.70,98.98,9.27,268.77,182.52,2.11,86.97,1840.23,323.08,17.09,1205.81,43.45,65.04,17.14,12.65,1268.00,31.08,249.05,0.00,44.34,0.00,0.00,0.00,18.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
854.00,"Thysanoessa macrura",7.08,8.03,2.41,5.37,22.04,8.28,26.23,29.61,13.38,30.04,2.43,15.09,2.51,3.76,10.44,4.74,8.08,35.65,42.36,0.00,3.51,18.13,1.49,7.59,0.23,18.63,13.04,1.27,0.19,1.70,35.93,0.00,46.28,46.93,12.72,0.14,5.57,0.00,8.20,1.22,1.40,16.05,0.18,4.39,18.66,5.65,0.20,0.71,13.28,10.85,1.49,1.73,5.87,0.27,0.00,1.86,7.34,0.00,2.03,0.00,0.00,0.00,10.88,3.79,0.36,0.00
855.00,"Cyllopus magellanicus",0.05,0.23,0.51,0.00,0.00,0.00,0.36,0.00,0.00,0.12,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.09,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.15,0.47,0.00,0.00,0.18,0.58,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.06,0.00,0.10,0.00,0.00,0.00,0.00
856.00,"Cyphocaris richardi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.21,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.26
857.00,"Eurythenes gryllus",0.00,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.57,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.71,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
858.00,"Eurythenes sp.",0.00,0.00,0.00,0.00,0.35,0.00,0.32,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.19,0.00,1.88,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
859.00,"Eusirius sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
860.00,"Eusirius sp. (properdentatus)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
861.00,"Harcledo curvidactyla",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
862.00,"Hyperia antarctica",0.65,1.95,3.98,2.41,3.57,2.29,1.82,0.00,1.11,1.03,1.52,3.23,1.12,0.00,0.99,1.64,12.91,2.38,1.52,0.00,1.35,1.83,3.44,1.44,1.39,2.28,1.36,1.89,3.84,2.08,0.00,0.69,2.13,0.00,3.30,3.50,0.00,0.17,0.00,1.98,0.00,0.00,0.75,0.13,1.71,0.04,0.00,3.82,0.00,0.00,0.00,0.00,0.12,0.51,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.14,0.16,0.00,0.00,0.17
863.00,"Hyperiella dilatata",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
864.00,"Parandania sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
865.00,"Parandania boecki",2.12,1.15,0.00,1.66,0.00,0.00,2.95,0.00,0.00,2.17,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.45,3.24,0.00,0.00,0.00,0.00,2.84,0.47,0.28,0.82
866.00,"Primno macropa",1.06,0.07,0.00,0.00,0.07,0.42,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.23,0.08,0.00,0.09,0.18,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.06,1.08,0.00,0.00,0.43,0.00,0.00,0.00,0.00,2.22,0.64,0.00,0.00,0.00
867.00,"Themisto gaudichaudi",15.23,24.42,30.40,38.33,37.23,30.12,32.14,73.16,2.36,12.96,3.41,23.72,8.06,3.45,19.90,34.20,14.06,2.71,7.06,34.90,8.35,12.74,4.28,26.04,1.75,0.83,0.00,2.27,0.09,0.53,0.59,1.87,15.62,64.73,1.74,0.00,1.85,0.95,3.05,0.72,1.53,0.81,1.57,19.44,10.04,8.34,1.51,44.92,14.57,54.28,48.76,31.38,100.18,35.25,1.17,42.10,4.93,240.80,311.37,14.96,11.00,71.65,42.35,72.37,201.77,102.66
868.00,"Scina sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
869.00,"Vibilia antarctica",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
870.00,"Vibilia armata",0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
871.00,"Unidentified amphipod",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
872.00,"mysid",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
873.00,"Boreomysis rostrata",44.28,16.69,7.23,40.68,14.00,1.33,52.39,60.96,18.89,28.87,8.29,0.50,3.35,0.32,0.10,0.69,0.43,100.70,49.42,0.00,110.03,2.45,0.13,24.41,0.00,0.26,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
874.00,"Euchaetomera zurstrasseni",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
875.00,"Gnathophausia sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357.00,"Pasiphaea sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
877.00,"Acanthephyra pelagica",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
878.00,"Notocrangon sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
879.00,"Petalidium sp.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
880.00,"Petalidium foliaceum",0.53,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
881.00,"Eukrohnia hamata",0.00,0.00,0.00,0.00,0.59,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.16,0.00,0.00,1.25,0.00,0.00,1.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.39,0.15,0.00,0.07,0.00,0.00,0.00,0.00,0.62,0.17,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882.00,"Sagitta gazellae",113.37,27.20,11.58,33.62,25.61,8.36,33.78,19.16,59.84,79.54,67.56,31.80,33.53,4.05,23.51,3.90,2.46,47.53,43.77,0.00,22.61,1.47,2.23,4.88,0.52,10.56,1.41,0.00,1.17,21.33,10.40,0.00,28.30,0.00,7.83,6.94,31.12,2.69,24.60,5.47,0.98,0.00,0.00,0.00,30.49,45.07,0.00,1.42,76.72,115.80,0.74,0.00,0.00,0.83,0.32,46.20,18.53,43.15,16.99,8.25,0.00,1.03,26.03,5.16,8.18,6.78
883.00,"Sagitta maxima",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
884.00,"Sagitta marri",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
885.00,"Salpa thompsoni",30.76,6.85,20.26,1.51,4.39,0.00,9.22,48.77,55.90,10.01,7.07,17.08,0.00,0.00,1.42,33.53,12.03,24.29,1.00,0.00,4.77,0.49,0.00,0.00,0.00,1.91,0.00,3.41,0.00,9.08,120.10,2.75,0.00,0.00,78.32,20.15,10.68,0.00,2.15,1.49,0.00,3.73,0.00,22.60,25.45,4.37,0.00,0.00,14.57,378.78,0.00,0.00,0.00,0.00,0.00,8.38,0.46,127.33,414.03,0.00,0.00,0.00,0.00,64.70,18.29,58.26
174.00,"fish larvae",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173.00,"fish",0.00,0.00,0.78,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52,0.00,0.00,1.87,6.40,0.00,0.00,27.57,0.00,3.44,1.46,0.55,0.00,1.66,0.00,21.49,0.00,15.00
26.00,"squid",0.17,0.00,0.21,0.00,1.30,0.12,0.22,0.00,0.87,0.23,0.13,1.21,0.00,0.00,1.94,0.34,0.43,3.18,0.44,0.00,2.76,0.24,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.65,0.00,0.31,0.00,0.00,0.00,0.00,0.00,1.80,0.48,0.41,0.00,0.22,0.72,0.00,0.90,0.00,0.00,0.50,0.00,0.00,0.51,0.73,1.72,0.00,0.00,0.00,5.32,0.00,0.00,0.00,0.37,0.16,0.00,0.00,0.00
